recordingId,trackId,frame,trackLifetime,xCenter,yCenter,heading,width,length,xVelocity,yVelocity,xAcceleration,yAcceleration,lonVelocity,latVelocity,lonAcceleration,latAcceleration,traveledDistance,latLaneCenterOffset,laneWidth,laneletId,laneChange,lonLaneletPos,laneletLength,leadDHW,leadDV,leadTHW,leadTTC,leadId,rearId,leftLeadId,leftRearId,leftAlongsideId,rightLeadId,rightRearId,rightAlongsideId,odrRoadId,odrSectionNo,odrLaneId,originalTrackId
88,0,14,14,364.2442,-215.5386,355.3797,2.4188,6.0926,24.4972,-1.9797,1.0868,0.7944,24.577,-0.0,1.0192,0.8794,13.58,1.84,3.73,1514,0,137.58,192.32,-1.0,-1000.0,-1.0,-1.0,-1,-1,9,11,,-1,-1,,0,4,-3,8
88,0,15,15,365.2255,-215.6172,355.4586,2.4188,6.0926,24.5417,-1.9493,1.0788,0.8009,24.619,-0.0,1.012,0.8838,14.57,-1.89,3.80,1463,1,138.02,191.65,5.19,-0.29,0.21,-1.0,9,11,5,10,,-1,-1,,0,4,-3,8
88,0,16,16,366.2085,-215.6944,355.5377,2.4188,6.0926,24.5858,-1.9187,1.0704,0.808,24.6605,-0.0,1.0043,0.8888,15.56,-1.86,3.81,1463,0,139.00,191.65,5.2,-0.26,0.21,-1.0,9,11,5,10,,-1,-1,,0,4,-3,8
88,0,17,17,367.1932,-215.7704,355.6169,2.4188,6.0926,24.6293,-1.8878,1.0617,0.8156,24.7015,-0.0,0.9963,0.8943,16.54,-1.84,3.81,1463,0,139.99,191.65,5.21,-0.23,0.21,-1.0,9,11,5,10,,-1,-1,,0,4,-3,8
88,0,18,18,368.1797,-215.8453,355.6966,2.4188,6.0926,24.6723,-1.8566,1.0528,0.8237,24.742,-0.0,0.988,0.9004,17.53,-1.81,3.81,1463,0,140.98,191.65,5.22,-0.2,0.21,-1.0,9,11,5,10,,-1,-1,,0,4,-3,8
88,0,19,19,369.1679,-215.919,355.7767,2.4188,6.0926,24.7147,-1.8251,1.0437,0.8325,24.782,-0.0,0.9796,0.9071,18.52,-1.78,3.81,1463,0,141.97,191.65,5.22,-0.17,0.21,-1.0,9,11,5,10,,-1,-1,,0,4,-3,8
88,0,20,20,370.1577,-215.9915,355.8574,2.4188,6.0926,24.7566,-1.7931,1.0345,0.8418,24.8215,-0.0,0.971,0.9143,19.52,-1.75,3.81,1463,0,142.96,191.65,5.23,-0.14,0.21,-1.0,9,11,5,10,,-1,-1,,0,4,-3,8
88,0,21,21,371.1493,-216.0628,355.9389,2.4188,6.0926,24.798,-1.7606,1.0252,0.8516,24.8604,-0.0,0.9624,0.922,20.51,-1.72,3.81,1463,0,143.96,191.65,5.24,-0.11,0.21,-1.0,9,11,5,10,,-1,-1,,0,4,-3,8
88,0,22,22,372.1423,-216.133,356.0213,2.4188,6.0926,24.8389,-1.7276,1.016,0.8618,24.8989,-0.0,0.9538,0.9302,21.51,-1.68,3.81,1463,0,144.95,191.65,5.24,-0.08,0.21,-1.0,9,11,5,10,,-1,-1,,0,4,-3,8
88,0,23,23,373.1369,-216.202,356.1049,2.4188,6.0926,24.8793,-1.694,1.0069,0.8724,24.9369,-0.0,0.9453,0.9388,22.5,-1.65,3.82,1463,0,145.95,191.65,5.25,-0.05,0.21,-1.0,9,11,5,10,,-1,-1,,0,4,-3,8
88,0,24,24,374.1329,-216.2696,356.1896,2.4188,6.0926,24.9194,-1.6597,0.9978,0.8833,24.9746,-0.0,0.9369,0.9477,23.5,-1.61,3.83,1463,0,146.95,191.65,5.25,-0.02,0.21,-1.0,9,11,5,10,,-1,-1,,0,4,-3,8
88,0,25,25,375.1306,-216.3358,356.2756,2.4188,6.0926,24.959,-1.6247,0.9889,0.8944,25.0119,-0.0,0.9287,0.9568,24.5,-1.58,3.85,1463,0,147.95,191.65,5.25,0.02,0.21,260.11,9,11,5,10,,-1,-1,,0,4,-3,8
88,0,26,26,376.1298,-216.4008,356.3629,2.4188,6.0926,24.9983,-1.589,0.98,0.9056,25.0487,-0.0,0.9206,0.9659,25.5,-1.54,3.87,1463,0,148.95,191.65,5.24,0.05,0.2,99.92,9,11,5,10,,-1,-1,,0,4,-3,8
88,0,27,27,377.1306,-216.4643,356.4515,2.4188,6.0926,25.0372,-1.5526,0.9713,0.9168,25.0853,-0.0,0.9127,0.9751,26.5,-1.50,3.89,1463,0,149.95,191.65,5.24,0.08,0.2,61.55,9,11,5,10,,-1,-1,,0,4,-3,8
88,0,28,28,378.133,-216.5264,356.5414,2.4188,6.0926,25.0756,-1.5155,0.9627,0.9278,25.1214,-0.0,0.905,0.9842,27.51,-1.47,3.90,1463,0,150.93,191.65,5.26,0.11,0.2,44.63,9,11,5,10,,-1,-1,,0,4,-3,8
88,0,29,29,379.137,-216.5869,356.6327,2.4188,6.0926,25.1137,-1.4777,0.9543,0.9386,25.1571,-0.0,0.8975,0.9931,28.51,-1.44,3.92,1463,0,151.93,191.65,5.26,0.15,0.2,34.84,9,11,5,10,,-1,-1,,0,4,-3,8
88,0,30,30,380.1424,-216.6461,356.7253,2.4188,6.0926,25.1514,-1.4391,0.946,0.9491,25.1925,-0.0,0.8903,1.0016,29.52,-1.41,3.94,1463,0,152.94,191.65,5.25,0.18,0.2,28.54,9,11,5,10,,-1,-1,,0,4,-3,8
88,0,31,31,381.1496,-216.7036,356.8192,2.4188,6.0926,25.1886,-1.3998,0.938,0.9591,25.2274,-0.0,0.8834,1.0097,30.53,-1.38,3.96,1463,0,153.95,191.65,5.24,0.21,0.2,24.14,9,11,5,10,,-1,-1,,0,4,-3,8
88,0,32,32,382.1581,-216.7595,356.9143,2.4188,6.0926,25.2253,-1.3598,0.9303,0.9685,25.262,-0.0,0.8768,1.0172,31.54,-1.35,3.97,1463,0,154.96,191.65,5.23,0.25,0.2,20.9,9,11,5,10,,-1,-1,,0,4,-3,8
88,0,33,33,383.168,-216.8138,357.0106,2.4188,6.0926,25.2618,-1.3192,0.9229,0.9772,25.2962,-0.0,0.8707,1.024,32.55,-1.32,3.98,1463,0,155.97,191.65,5.23,0.28,0.2,18.41,9,11,5,10,,-1,-1,,0,4,-3,8
88,0,34,34,384.1793,-216.8665,357.108,2.4188,6.0926,25.2978,-1.278,0.9158,0.9851,25.3301,-0.0,0.8649,1.0301,33.56,-1.28,3.98,1463,0,156.98,191.65,5.21,0.31,0.2,16.43,9,11,5,10,,-1,-1,,0,4,-3,8
88,0,35,35,385.1921,-216.9175,357.2064,2.4188,6.0926,25.3336,-1.2362,0.9091,0.9921,25.3637,-0.0,0.8596,1.0352,34.58,-1.24,3.99,1463,0,157.99,191.65,5.2,0.35,0.2,14.81,9,11,5,10,,-1,-1,,0,4,-3,8
88,0,36,36,386.2062,-216.9669,357.3059,2.4188,6.0926,25.369,-1.1938,0.9027,0.9981,25.3971,-0.0,0.8548,1.0394,35.59,-1.21,3.99,1463,0,159.01,191.65,5.19,0.38,0.2,13.47,9,11,5,10,,-1,-1,,0,4,-3,8
88,0,37,37,387.2217,-217.0147,357.4064,2.4188,6.0926,25.4042,-1.1508,0.8966,1.0029,25.4303,-0.0,0.8503,1.0424,36.61,-1.16,4.00,1463,0,160.03,191.65,5.17,0.41,0.2,12.32,9,11,5,10,,-1,-1,,0,4,-3,8
88,0,38,38,388.2383,-217.0609,357.5079,2.4188,6.0926,25.4393,-1.1072,0.891,1.0064,25.4634,-0.0,0.8463,1.0442,37.63,-1.12,4.00,1463,0,161.05,191.65,5.15,0.45,0.2,11.36,9,11,5,10,,-1,-1,,0,4,-3,8
88,0,39,39,389.2565,-217.1052,357.6101,2.4188,6.0926,25.4742,-1.0632,0.8856,1.0085,25.4964,-0.0,0.8428,1.0445,38.65,-1.07,4.00,1463,0,162.06,191.65,5.13,0.48,0.2,10.52,9,11,5,10,,-1,-1,,0,4,-3,8
88,0,40,40,390.276,-217.1475,357.7128,2.4188,6.0926,25.5089,-1.0188,0.8805,1.009,25.5293,-0.0,0.8395,1.0433,39.67,-1.02,4.01,1463,0,163.08,191.65,5.12,0.52,0.2,9.79,9,11,5,10,,-1,-1,,0,4,-3,8
88,0,41,41,391.2969,-217.1878,357.8156,2.4188,6.0926,25.5435,-0.9743,0.8757,1.0078,25.5621,-0.0,0.8366,1.0405,40.69,-0.97,4.01,1463,0,164.10,191.65,5.1,0.55,0.19,9.14,9,11,5,10,,-1,-1,,0,4,-3,8
88,0,42,42,392.3192,-217.2262,357.9182,2.4188,6.0926,25.578,-0.9298,0.8711,1.005,25.5949,-0.0,0.834,1.036,41.71,-0.91,4.02,1463,0,165.12,191.65,5.07,0.59,0.19,8.57,9,11,5,10,,-1,-1,,0,4,-3,8
88,0,43,43,393.3429,-217.2628,358.0204,2.4188,6.0926,25.6123,-0.8853,0.8667,1.0005,25.6276,-0.0,0.8316,1.0299,42.74,-0.86,4.03,1463,0,166.14,191.65,5.05,0.62,0.19,8.06,9,11,5,10,,-1,-1,,0,4,-3,8
88,0,44,44,394.3679,-217.2974,358.122,2.4188,6.0926,25.6465,-0.8409,0.8625,0.9943,25.6603,-0.0,0.8295,1.022,43.76,-0.82,4.02,1463,0,167.16,191.65,5.03,0.66,0.19,7.6,9,11,5,10,,-1,-1,,0,4,-3,8
88,0,45,45,395.3943,-217.3303,358.2228,2.4188,6.0926,25.6806,-0.7968,0.8585,0.9863,25.693,-0.0,0.8275,1.0125,44.79,-0.77,4.02,1463,0,168.19,191.65,5.0,0.69,0.19,7.18,9,11,5,10,,-1,-1,,0,4,-3,8
88,0,46,46,396.4222,-217.3612,358.3225,2.4188,6.0926,25.7146,-0.7531,0.8546,0.9766,25.7256,-0.0,0.8257,1.0012,45.82,-0.72,4.01,1463,0,169.21,191.65,4.97,0.73,0.19,6.81,9,11,5,10,,-1,-1,,0,4,-3,8
88,0,47,47,397.4514,-217.3904,358.421,2.4188,6.0926,25.7484,-0.7098,0.8509,0.9652,25.7582,-0.0,0.824,0.9883,46.85,-0.67,4.01,1463,0,170.24,191.65,4.94,0.76,0.19,6.47,9,11,5,10,,-1,-1,,0,4,-3,8
88,0,48,48,398.4821,-217.4179,358.5181,2.4188,6.0926,25.7821,-0.667,0.8474,0.9521,25.7907,-0.0,0.8225,0.9737,47.88,-0.62,4.00,1463,0,171.27,191.65,4.91,0.79,0.19,6.15,9,11,5,10,,-1,-1,,0,4,-3,8
88,0,49,49,399.5142,-217.4437,358.6136,2.4188,6.0926,25.8155,-0.6248,0.844,0.9374,25.8231,-0.0,0.8211,0.9575,48.91,-0.56,4.00,1463,0,172.30,191.65,4.88,0.83,0.18,5.87,9,11,5,10,,-1,-1,,0,4,-3,8
88,0,50,50,400.5476,-217.4678,358.7074,2.4188,6.0926,25.8488,-0.5832,0.8408,0.921,25.8554,-0.0,0.8198,0.9398,49.94,-0.50,3.99,1463,0,173.34,191.65,4.85,0.86,0.18,5.6,9,11,5,10,,-1,-1,,0,4,-3,8
88,0,51,51,401.5825,-217.4902,358.7994,2.4188,6.0926,25.8819,-0.5424,0.8378,0.903,25.8875,-0.0,0.8187,0.9204,50.98,-0.44,3.99,1463,0,174.37,191.65,4.81,0.89,0.18,5.36,9,11,5,10,,-1,-1,,0,4,-3,8
88,0,52,52,402.6186,-217.511,358.8894,2.4188,6.0926,25.9147,-0.5024,0.835,0.8835,25.9196,-0.0,0.8177,0.8995,52.02,-0.38,3.98,1463,0,175.40,191.65,4.78,0.93,0.18,5.13,9,11,5,10,,-1,-1,,0,4,-3,8
88,0,53,53,403.656,-217.53,358.9771,2.4188,6.0926,25.9474,-0.4633,0.8326,0.8624,25.9515,-0.0,0.817,0.8771,53.05,-0.31,3.98,1463,0,176.44,191.65,4.74,0.96,0.18,4.92,9,11,5,10,,-1,-1,,0,4,-3,8
88,0,54,54,404.6947,-217.5473,359.0622,2.4188,6.0926,25.9799,-0.4252,0.8304,0.8399,25.9834,-0.0,0.8165,0.8533,54.09,-0.24,3.98,1463,0,177.48,191.65,4.7,0.99,0.18,4.73,9,11,5,10,,-1,-1,,0,4,-3,8
88,0,55,55,405.7347,-217.5631,359.1447,2.4188,6.0926,26.0123,-0.3883,0.8285,0.8159,26.0152,-0.0,0.8162,0.8282,55.13,-0.17,3.97,1463,0,178.51,191.65,4.66,1.02,0.17,4.54,9,11,5,10,,-1,-1,,0,4,-3,8
88,0,56,56,406.7759,-217.5774,359.2243,2.4188,6.0926,26.0447,-0.3526,0.827,0.7907,26.047,-0.0,0.8162,0.8018,56.17,-0.10,3.95,1463,0,179.55,191.65,4.62,1.05,0.17,4.37,9,11,5,10,,-1,-1,,0,5,-3,8
88,0,57,57,407.8183,-217.5902,359.301,2.4188,6.0926,26.0769,-0.3182,0.8258,0.7643,26.0788,-0.0,0.8164,0.7744,57.22,-0.03,3.94,1463,0,180.59,191.65,4.58,1.09,0.17,4.2,9,11,5,10,,-1,-1,,0,5,-3,8
88,0,58,58,408.8619,-217.6015,359.3744,2.4188,6.0926,26.1091,-0.2851,0.8249,0.7369,26.1107,-0.0,0.8168,0.7459,58.26,0.04,3.92,1463,0,181.63,191.65,4.54,1.12,0.17,4.05,9,11,5,10,,-1,-1,,0,5,-3,8
88,0,59,59,409.9071,-217.6115,359.4445,2.4188,6.0926,26.1413,-0.2534,0.8243,0.7085,26.1425,-0.0,0.8174,0.7165,59.31,0.12,3.90,1463,0,182.68,191.65,4.5,1.15,0.17,3.89,9,11,5,10,,-1,-1,,0,5,-3,8
88,0,60,60,410.9533,-217.6201,359.5112,2.4188,6.0926,26.1735,-0.2233,0.8241,0.6793,26.1744,-0.0,0.8183,0.6863,60.35,0.17,3.88,1463,0,183.72,191.65,4.45,1.18,0.17,3.75,9,11,5,10,,-1,-1,,0,5,-3,8
88,0,61,61,412.0009,-217.6274,359.5741,2.4188,6.0926,26.2057,-0.1948,0.8242,0.6495,26.2064,-0.0,0.8193,0.6556,61.4,0.23,3.86,1463,0,184.77,191.65,4.41,1.21,0.16,3.61,9,11,5,10,,-1,-1,,0,5,-3,8
88,0,62,62,413.0496,-217.6336,359.6334,2.4188,6.0926,26.2379,-0.1679,0.8246,0.6193,26.2384,-0.0,0.8206,0.6245,62.45,0.29,3.84,1463,0,185.82,191.65,4.36,1.25,0.16,3.48,9,11,5,10,,-1,-1,,0,5,-3,8
88,0,63,63,414.0998,-217.6386,359.6889,2.4188,6.0926,26.2702,-0.1427,0.8253,0.5887,26.2706,-0.0,0.8221,0.5932,63.5,0.36,3.84,1463,0,186.86,191.65,4.31,1.28,0.16,3.36,9,11,5,10,,-1,-1,,0,5,-3,8
88,0,64,64,415.1512,-217.6427,359.7405,2.4188,6.0926,26.3025,-0.1191,0.8262,0.5581,26.3028,-0.0,0.8237,0.5618,64.55,0.42,3.84,1463,0,187.91,191.65,4.26,1.31,0.16,3.24,9,11,5,10,,-1,-1,,0,5,-3,8
88,0,65,65,416.2039,-217.646,359.7885,2.4188,6.0926,26.3349,-0.0972,0.8275,0.5275,26.335,-0.0,0.8255,0.5306,65.6,0.48,3.84,1463,0,188.96,191.65,4.21,1.34,0.15,3.12,9,11,5,10,,-1,-1,,0,5,-3,8
88,1,0,0,532.0694,-220.2015,1.7552,2.0253,4.1111,22.2626,0.5336,0.416,0.4614,22.2685,-0.1485,0.4299,0.4485,0.0,0.27,3.94,1472,0,85.88,206.23,-1.0,-1000.0,-1.0,-1.0,-1,9,-1,0,,-1,8,,0,6,-3,1
88,1,1,1,532.959,-220.18,1.7642,2.0253,4.1111,22.2803,0.552,0.416,0.4619,22.2867,-0.1341,0.43,0.4489,0.88,0.27,3.94,1472,0,86.77,206.23,-1.0,-1000.0,-1.0,-1.0,-1,9,-1,0,,-1,8,,0,6,-3,1
88,1,2,2,533.8497,-220.1577,1.7813,2.0253,4.1111,22.2983,0.5706,0.4155,0.4624,22.3053,-0.1228,0.4297,0.4493,1.78,0.27,3.94,1472,0,87.66,206.23,-1.0,-1000.0,-1.0,-1.0,-1,9,-1,0,,-1,8,,0,6,-3,1
88,1,3,3,534.7414,-220.1346,1.8015,2.0253,4.1111,22.3166,0.5892,0.4144,0.4629,22.324,-0.1126,0.4287,0.4496,2.67,0.28,3.94,1472,0,88.55,206.23,-1.0,-1000.0,-1.0,-1.0,-1,9,-1,0,,-1,8,,0,6,-3,1
88,1,4,4,535.6339,-220.1107,1.8312,2.0253,4.1111,22.335,0.6079,0.4126,0.4633,22.343,-0.1062,0.4272,0.4499,3.56,0.28,3.95,1472,0,89.44,206.23,-1.0,-1000.0,-1.0,-1.0,-1,9,-1,0,,-1,8,,0,6,-3,1
88,1,5,5,536.527,-220.086,1.8573,2.0253,4.1111,22.3535,0.6265,0.41,0.4637,22.3621,-0.0983,0.4248,0.4501,4.45,0.29,3.95,1472,0,90.33,206.23,-1.0,-1000.0,-1.0,-1.0,-1,9,-1,0,,-1,8,,0,6,-3,1
88,1,6,6,537.4209,-220.0605,1.8669,2.0253,4.1111,22.3722,0.6452,0.4065,0.464,22.3814,-0.084,0.4214,0.4505,5.35,0.29,3.94,1472,0,91.24,206.23,-1.0,-1000.0,-1.0,-1.0,-1,9,-1,0,,-1,8,,0,6,-3,1
88,1,7,7,538.3158,-220.0342,1.8897,2.0253,4.1111,22.3909,0.6638,0.4021,0.4642,22.4006,-0.075,0.4172,0.4507,6.24,0.27,3.94,1472,0,92.13,206.23,-1.0,-1000.0,-1.0,-1.0,-1,9,-1,0,,-1,8,,0,6,-3,1
88,1,8,8,539.2117,-220.0072,1.9156,2.0253,4.1111,22.4095,0.6823,0.3968,0.4645,22.4198,-0.0671,0.4121,0.451,7.14,0.26,3.94,1472,0,93.03,206.23,-1.0,-1000.0,-1.0,-1.0,-1,9,-1,0,,-1,8,,0,6,-3,1
88,1,9,9,540.1085,-219.9795,1.9361,2.0253,4.1111,22.4278,0.7009,0.3904,0.4648,22.4386,-0.0572,0.4059,0.4513,8.04,0.25,3.93,1472,0,93.92,206.23,-1.0,-1000.0,-1.0,-1.0,-1,9,-1,0,,-1,8,,0,6,-3,1
88,1,10,10,541.006,-219.9511,1.9491,2.0253,4.1111,22.4458,0.7195,0.3831,0.465,22.4572,-0.0443,0.3987,0.4517,8.94,0.24,3.93,1472,0,94.82,206.23,-1.0,-1000.0,-1.0,-1.0,-1,9,-1,0,,-1,8,,0,6,-3,1
88,1,11,11,541.9041,-219.9218,1.9506,2.0253,4.1111,22.4635,0.738,0.3748,0.4653,22.4756,-0.027,0.3904,0.4523,9.83,0.23,3.93,1472,0,95.72,206.23,-1.0,-1000.0,-1.0,-1.0,-1,9,-1,0,,-1,8,,0,6,-3,1
88,1,12,12,542.803,-219.8919,1.9471,2.0253,4.1111,22.4809,0.7566,0.3656,0.4656,22.4936,-0.0077,0.3812,0.453,10.73,0.22,3.93,1472,0,96.62,206.23,-1.0,-1000.0,-1.0,-1.0,-1,9,-1,0,,-1,8,,0,6,-3,1
88,1,13,13,543.7029,-219.8613,1.9508,2.0253,4.1111,22.4977,0.7752,0.3554,0.466,22.5111,0.0089,0.3711,0.4536,11.63,0.22,3.92,1472,0,97.52,206.23,-1.0,-1000.0,-1.0,-1.0,-1,9,-1,0,,-1,8,,0,6,-3,1
88,1,14,14,544.6037,-219.8299,1.9681,2.0253,4.1111,22.5139,0.7938,0.3444,0.4663,22.5279,0.0201,0.3603,0.4542,12.53,0.21,3.92,1472,0,98.42,206.23,-1.0,-1000.0,-1.0,-1.0,-1,9,-1,0,,-1,8,,0,6,-3,1
88,1,15,15,545.5052,-219.798,1.988,2.0253,4.1111,22.5294,0.8124,0.3327,0.4667,22.544,0.0304,0.3487,0.4549,13.44,0.21,3.92,1472,0,99.32,206.23,-1.0,-1000.0,-1.0,-1.0,-1,9,-1,0,,-1,-1,,0,6,-3,1
88,1,16,16,546.4074,-219.7654,2.0008,2.0253,4.1111,22.5441,0.8313,0.3203,0.467,22.5594,0.0437,0.3365,0.4555,14.34,0.20,3.91,1472,0,100.23,206.23,-1.0,-1000.0,-1.0,-1.0,-1,9,-1,0,,-1,-1,,0,6,-3,1
88,1,17,17,547.3102,-219.732,2.0055,2.0253,4.1111,22.558,0.8502,0.3075,0.4672,22.574,0.0602,0.3237,0.4562,15.24,0.20,3.91,1472,0,101.13,206.23,-1.0,-1000.0,-1.0,-1.0,-1,9,-1,0,,-1,-1,,0,6,-3,1
88,1,18,18,548.2137,-219.6977,2.0209,2.0253,4.1111,22.5711,0.8691,0.2943,0.4674,22.5877,0.0726,0.3106,0.4567,16.15,0.20,3.91,1472,0,102.03,206.23,-1.0,-1000.0,-1.0,-1.0,-1,9,-1,0,,-1,-1,,0,6,-3,1
88,1,19,19,549.1177,-219.6626,2.0317,2.0253,4.1111,22.5832,0.8881,0.2808,0.4674,22.6005,0.0869,0.2972,0.4572,17.05,0.20,3.91,1472,0,102.94,206.23,-1.0,-1000.0,-1.0,-1.0,-1,9,-1,0,,-1,-1,,0,6,-3,1
88,1,20,20,550.0219,-219.6266,2.0405,2.0253,4.1111,22.5946,0.907,0.2673,0.4674,22.6125,0.1019,0.2838,0.4576,17.96,0.20,3.90,1472,0,103.84,206.23,-1.0,-1000.0,-1.0,-1.0,-1,9,-1,0,,-1,-1,,0,6,-3,1
88,1,21,21,550.9262,-219.5899,2.0666,2.0253,4.1111,22.6052,0.9259,0.2537,0.4673,22.6239,0.1101,0.2704,0.4578,18.86,0.20,3.90,1472,0,104.75,206.23,-1.0,-1000.0,-1.0,-1.0,-1,9,-1,0,,-1,-1,,0,6,-3,1
88,1,22,22,551.8309,-219.5527,2.0882,2.0253,4.1111,22.6152,0.9449,0.2402,0.467,22.6346,0.1202,0.257,0.458,19.77,0.20,3.90,1472,0,105.65,206.23,-1.0,-1000.0,-1.0,-1.0,-1,9,-1,0,,-1,-1,,0,7,-3,1
88,1,23,23,552.7361,-219.5146,2.1081,2.0253,4.1111,22.6245,0.9639,0.2268,0.4666,22.6447,0.131,0.2438,0.458,20.67,0.20,3.89,1472,0,106.56,206.23,-1.0,-1000.0,-1.0,-1.0,-1,9,-1,0,,-1,-1,,0,7,-3,1
88,1,24,24,553.6417,-219.4756,2.1318,2.0253,4.1111,22.6332,0.9829,0.2135,0.4662,22.6541,0.1403,0.2307,0.4579,21.58,0.21,3.89,1472,0,107.47,206.23,-1.0,-1000.0,-1.0,-1.0,-1,9,-1,0,,-1,-1,,0,7,-3,1
88,1,25,25,554.5474,-219.436,2.1481,2.0253,4.1111,22.6412,1.0018,0.2004,0.4655,22.6628,0.1525,0.2177,0.4577,22.49,0.21,3.89,1472,0,108.37,206.23,-1.0,-1000.0,-1.0,-1.0,-1,9,-1,0,,-1,-1,,0,7,-3,1
88,1,26,26,555.4532,-219.3955,2.1724,2.0253,4.1111,22.6486,1.0208,0.1875,0.4648,22.6711,0.1615,0.205,0.4573,23.39,0.21,3.88,1472,0,109.28,206.23,-1.0,-1000.0,-1.0,-1.0,-1,9,-1,0,,-1,-1,,0,7,-3,1
88,1,27,27,556.3593,-219.3543,2.2001,2.0253,4.1111,22.6556,1.0397,0.1748,0.4639,22.6788,0.1692,0.1925,0.4569,24.3,0.22,3.88,1472,0,110.19,206.23,-1.0,-1000.0,-1.0,-1.0,-1,9,-1,0,,-1,-1,,0,7,-3,1
