recordingId,trackId,frame,leadId,leadLongRSSViolated,leadLongRSS,leadLongDis,leadCarTTC,rearId,rearLongRSSViolated,rearLongRSS,rearLongDis,rearCarTTC,egoLongSpeed,leadLongSpeed,rearLongSpeed,leadCarTHW,rearCarTHW
91,623,12062,622,True,22.534280970015367,21.072439404818482,999.0,-1,False,-999.0,999.0,999.0,22.402020931708616,23.431900323332567,-1.0,0.9406490364890162,-999.0
91,623,12063,622,True,22.638421612308434,21.113333779787958,999.0,-1,False,-999.0,999.0,999.0,22.422011278703284,23.430112733341478,-1.0,0.9416342502620036,-999.0
91,623,12064,622,True,22.738366753220447,21.153235476049645,999.0,-1,False,-999.0,999.0,999.0,22.44112616049717,23.428325707984705,-1.0,0.9426102471312432,-999.0
91,623,12065,622,True,22.834556979188044,21.348616297003282,999.0,-1,False,-999.0,999.0,999.0,22.4594575159528,23.426538895577277,-1.0,0.9505401580532168,-999.0
91,623,12066,622,True,22.926138703943458,21.386639557384555,999.0,-1,False,-999.0,999.0,999.0,22.476905679344434,23.4248447410431,-1.0,0.9514939406022512,-999.0
91,623,12067,622,True,23.013537705497924,21.42383359079514,999.0,-1,False,-999.0,999.0,999.0,22.4935640356492,23.423248814823708,-1.0,0.9524428212817372,-999.0
91,623,12068,622,True,23.095867066712977,21.460359071360116,999.0,-1,False,-999.0,999.0,999.0,22.509327728779553,23.421845664668965,-1.0,0.9533984901699989,-999.0
91,623,12069,622,True,23.17354556786939,21.496055699334285,999.0,-1,False,-999.0,999.0,999.0,22.524193431393844,23.42052207454458,-1.0,0.9543540710928828,-999.0
91,623,12070,622,True,23.24532103875147,21.531058173908,999.0,-1,False,-999.0,999.0,999.0,22.537963066668958,23.419349438648958,-1.0,0.9553240508122913,-999.0
91,623,12071,622,True,23.312534490895615,21.565186949519784,999.0,-1,False,-999.0,999.0,999.0,22.55073317236501,23.418103051856782,-1.0,0.9562964886634829,-999.0
91,623,12072,622,True,23.374446244556452,21.598755457797864,999.0,-1,False,-999.0,999.0,999.0,22.562507194181762,23.416975105130042,-1.0,0.9572852552205535,-999.0
91,623,12073,622,True,23.430300717688887,21.63186240610048,999.0,-1,False,-999.0,999.0,999.0,22.57308881124546,23.41591187248368,-1.0,0.9583031629824591,-999.0
91,623,12074,622,True,23.481727502008404,21.66456894807071,999.0,-1,False,-999.0,999.0,999.0,22.582572830686264,23.41461293387984,-1.0,0.9593490126435847,-999.0
91,623,12075,622,True,23.527562253701255,21.691224351268474,999.0,-1,False,-999.0,999.0,999.0,22.590859378897353,23.413250138496657,-1.0,0.9601770338817102,-999.0
91,623,12076,622,True,23.568313023026185,21.7232205877267,999.0,-1,False,-999.0,999.0,999.0,22.59794501697021,23.411687688904287,-1.0,0.9612918595656983,-999.0
91,623,12077,622,True,23.604095086279635,21.75492297649714,999.0,-1,False,-999.0,999.0,999.0,22.603826267502388,23.409890548812,-1.0,0.9624442658088503,-999.0
91,623,12078,622,True,23.63538216189597,21.786416845191155,999.0,-1,False,-999.0,999.0,999.0,22.6086012611131,23.407859408033875,-1.0,0.9636339990065592,-999.0
91,623,12079,622,True,23.661753646729068,21.817602627899888,999.0,-1,False,-999.0,999.0,999.0,22.612264702023083,23.405694706009516,-1.0,0.9648570329157655,-999.0
