recordingId,trackId,frame,leadId,leadLongRSSViolated,leadLongRSS,leadLongDis,leadCarTTC,rearId,rearLongRSSViolated,rearLongRSS,rearLongDis,rearCarTTC,egoLongSpeed,leadLongSpeed,rearLongSpeed,leadCarTHW,rearCarTHW
88,53,1450,54,True,23.958118575300524,15.13843367049823,999.0,58,False,-999.0,999.0,999.0,22.966506802466967,23.773900681997038,-1.0,0.6591526434865629,-999.0
88,53,1451,54,True,24.05205152702952,15.191763937240225,999.0,58,False,-999.0,999.0,999.0,22.98774784792592,23.77675395722613,-1.0,0.660863519025023,-999.0
88,53,1452,54,True,24.151446055632626,15.222663835455563,999.0,58,False,-999.0,999.0,999.0,23.01002618236932,23.77954595251381,-1.0,0.6615665586299694,-999.0
88,53,1453,54,True,24.253318162954535,15.252889676734426,999.0,58,False,-999.0,999.0,999.0,23.032788147376273,23.782339074953125,-1.0,0.6622250671146787,-999.0
88,53,1454,54,True,24.358579735815304,15.28251082173108,999.0,58,False,-999.0,999.0,999.0,23.056010539580935,23.784875603118596,-1.0,0.6628428103593699,-999.0
88,53,1455,54,True,24.464913320263292,15.310810497056444,999.0,58,False,-999.0,999.0,999.0,23.079426572747607,23.78740695863636,-1.0,0.6633964864246491,-999.0
88,53,1456,54,True,24.574576510815582,15.33848502911323,999.0,58,False,-999.0,999.0,999.0,23.103453367807788,23.789887764638298,-1.0,0.6639044295640141,-999.0
88,53,1457,54,True,24.68739783661549,15.374086380109972,999.0,58,False,-999.0,999.0,999.0,23.127928899807078,23.792159660328043,-1.0,0.664741164101305,-999.0
88,53,1458,54,True,24.80306397782099,15.400490992518264,999.0,58,False,-999.0,999.0,999.0,23.152846759881697,23.79429504337364,-1.0,0.6651661954245559,-999.0
88,53,1459,54,True,24.920436039376305,15.425935990855159,999.0,58,False,-999.0,999.0,999.0,23.177972719068745,23.796287916412663,-1.0,0.6655429350024255,-999.0
88,53,1460,54,True,25.041351593918783,15.450303552752018,999.0,58,False,-999.0,999.0,999.0,23.20369043719269,23.79815857750644,-1.0,0.6658554420286121,-999.0
88,53,1461,54,True,25.16517779969596,15.474021951272235,999.0,58,False,-999.0,999.0,999.0,23.2298620212642,23.799894815265215,-1.0,0.6661262962779371,-999.0
88,53,1462,54,True,25.292824771709867,15.497093894422157,999.0,58,False,-999.0,999.0,999.0,23.256589860340423,23.80139781160271,-1.0,0.6663528052687306,-999.0
88,53,1463,54,True,25.42291979417321,15.525161140028217,999.0,58,False,-999.0,999.0,999.0,23.283677755534583,23.80276794814448,-1.0,0.6667830272791785,-999.0
88,53,1464,54,True,25.558001622912336,15.545322434338956,999.0,58,False,-999.0,999.0,999.0,23.31163554179323,23.804010417840473,-1.0,0.6668482100481202,-999.0
88,53,1465,54,True,25.696117610366812,15.564698517902166,999.0,58,False,-999.0,999.0,999.0,23.34006150701381,23.805112689745297,-1.0,0.6668662168360135,-999.0
