recordingId,trackId,frame,leadId,leadLongRSSViolated,leadLongRSS,leadLongDis,leadCarTTC,rearId,rearLongRSSViolated,rearLongRSS,rearLongDis,rearCarTTC,egoLongSpeed,leadLongSpeed,rearLongSpeed,leadCarTHW,rearCarTHW
86,770,16401,773,True,27.697784084952566,21.349250769922122,999.0,776,False,21.736267885503274,28.812658629897342,999.0,24.21791046097605,24.41849850624725,22.87629578131381,0.881548009863345,1.2594984303985337
86,770,16402,773,True,27.686642633464494,21.357128023076285,999.0,776,False,21.75914014305655,28.866353327301894,999.0,24.216381124815804,24.41929663945656,22.87967763069679,0.8819289683705263,1.261659092983592
86,770,16403,773,True,27.67637310856758,21.364983333098536,999.0,776,False,21.77994685521744,28.91977876586178,999.0,24.21508515093367,24.42017651659713,22.88283164210902,0.8823005659459661,1.2638199335716633
86,770,16404,773,True,27.666851510208225,21.37301627536634,999.0,776,False,21.79973098645052,28.972733257378977,999.0,24.213920210157653,24.421038812026627,22.885885405725396,0.8826747626929256,1.2659651459292383
86,770,16405,773,True,27.658289804403132,21.381220497532766,999.0,776,False,21.81762329029751,29.025727629932618,999.0,24.213085653237243,24.422084176352936,22.888825825841575,0.8830440202351548,1.2681178078240456
86,770,16406,773,True,27.650462641863697,21.389505698766612,999.0,776,False,21.834692984473797,29.0786646957104,999.0,24.21238073552099,24.42311341964814,22.891705360783707,0.8834119177461531,1.2702707918618292
86,770,16407,773,True,27.643054673756225,21.39746233600185,999.0,776,False,21.851461883394755,29.131645144257234,999.0,24.21190238765233,24.42432687664977,22.894708799884366,0.883757996105015,1.2724182429612019
86,770,16408,773,True,27.636875240643135,21.40588681856346,999.0,776,False,21.86646328333122,29.184363533774672,999.0,24.21165048770774,24.425525542662438,22.897539168350768,0.8841151423952379,1.2745633196301558
86,770,16409,773,True,27.631498281894558,21.414082686566985,999.0,776,False,21.88043382561633,29.236931345624953,999.0,24.21162172194206,24.426809866822556,22.90034287008858,0.8844547024770434,1.2767027773987152
86,770,16410,773,True,27.62639191155852,21.422449627712354,999.0,776,False,21.894190314961172,29.284335713887245,999.0,24.211713748330208,24.428180761056225,22.90320162158913,0.8847969148482842,1.278613191191711
86,770,16411,773,True,27.62349829369238,21.430987645341503,999.0,776,False,21.906787093769587,29.33710526411744,999.0,24.21222406176736,24.429538254473353,22.906166966458446,0.8851308987835775,1.2807513935908976
86,770,16412,773,True,27.622176798001796,21.43969027704493,999.0,776,False,21.918697620848477,29.38970892238737,999.0,24.212950280250375,24.430783214650226,22.909169454387264,0.8854637716136768,1.2828797211921201
86,770,16413,773,True,27.62210897541233,21.448263930153615,999.0,776,False,21.929629011050977,29.442058084939134,999.0,24.21398798329198,24.432115015374787,22.912227869592332,0.8857799031267896,1.2849932469470933
86,770,16414,773,True,27.623284944144736,21.456902251237935,999.0,776,False,21.94012603995788,29.49434130162915,999.0,24.215335805555316,24.43353437841258,22.915451297010534,0.8860873300925044,1.2870940624013314
86,770,16415,773,True,27.626895178223187,21.465505187478925,999.0,776,False,21.950608027622515,29.546565871682063,999.0,24.216987607099686,24.434741237008982,22.918919513421617,0.8863821353728525,1.289177958602246
86,770,16416,773,True,27.67229188064605,22.761772726985072,999.0,776,False,21.45986700528112,28.311235692073282,999.0,24.161692856568127,24.353444370171797,22.774240985307458,0.94206034577571,1.2431253234888466
86,770,16417,773,True,27.66929728953243,22.770380123086824,999.0,776,False,21.462044346185145,28.36327169537944,999.0,24.163387767600167,24.356333381599587,22.77607052354971,0.9423504825601823,1.2453101454025068
86,770,16418,773,True,27.66950388148942,22.779049314441835,999.0,776,False,21.464681041735744,28.415347724374783,999.0,24.16568828176641,24.359202272600715,22.778489000155957,0.9426195127919933,1.2474641195111857
86,770,16419,773,True,27.672009311023245,22.78758994071559,999.0,776,False,21.468482293799703,28.467065745309952,999.0,24.168497832379288,24.362150900086053,22.781560659730104,0.9428633131756475,1.2495660929687689
86,770,16420,773,True,27.67736419068825,22.796395440639586,999.0,776,False,21.47085559265777,28.517938464979352,999.0,24.171928681852588,24.365186293507353,22.784850656681186,0.9430937738019348,1.2516184062245348
